# Date	PAR	Temp_Sea	Temp_Deap	pco2whigh
2013-05-20 09:00:00	234.96	14.76	7.73	1008.64
2013-05-20 10:00:00	168.3	14.77	7.66	1007.28
2013-05-20 11:00:00	137.33	14.7	7.81	1005.92
2013-05-20 12:00:00	432.36	14.71	7.7	1004.56
2013-05-20 13:00:00	827	14.88	7.69	1003.21
2013-05-20 14:00:00	966.24	14.88	7.76	1001.85
2013-05-20 15:00:00	562.36	14.95	7.83	1000.49
2013-05-20 16:00:00	168.92	15.03	7.88	999.14
2013-05-20 17:00:00	162.99	15.09	7.92	997.78
2013-05-20 18:00:00	294.3	15.29	7.99	996.42
2013-05-20 19:00:00	117.73	15.24	7.99	995.06
2013-05-20 20:00:00	0.16	15.1	7.95	993.71
2013-05-20 21:00:00	0.0	15.05	7.94	992.35
2013-05-20 22:00:00	0.0	14.77	7.94	990.99
2013-05-20 23:00:00	0.0	14.54	7.9	989.64
2013-05-21 00:00:00	0.0	14.4	7.87	988.7
2013-05-21 01:00:00	0.0	14.13	7.85	988
2013-05-21 02:00:00	0.0	13.53	7.86	987.29
2013-05-21 03:00:00	0.0	13.74	7.84	986.58
2013-05-21 04:00:00	0.81	13.7	7.84	985.88
2013-05-21 05:00:00	0.7	13.89	7.84	985.17
2013-05-21 06:00:00	23.82	13.85	7.92	984.47
2013-05-21 07:00:00	86.07	13.8	7.9	983.76
2013-05-21 08:00:00	197	14.1	7.92	983.05
2013-05-21 09:00:00	314.46	14.24	7.87	982.35
2013-05-21 10:00:00	276.99	14.39	7.98	981.64
2013-05-21 11:00:00	1013.23	13.97	7.93	980.93
2013-05-21 12:00:00	899.64	14.14	7.86	980.23
2013-05-21 13:00:00	879.58	14	7.9	979.52
2013-05-21 14:00:00	525.26	14.66	7.9	978.82
2013-05-21 15:00:00	774.89	14.8	7.93	978.11
2013-05-21 16:00:00	645.51	14.75	7.92	977.4
2013-05-21 17:00:00	425.26	15.26	7.97	976.7
2013-05-21 18:00:00	240.1	15.46	8.02	975.99
2013-05-21 19:00:00	42.97	15.5	8.1	975.29
2013-05-21 20:00:00	0.15	14.99	8.11	974.58
2013-05-21 21:00:00	0.0	14.26	8.14	973.87
2013-05-21 22:00:00	0.0	14.15	8.18	973.17
2013-05-21 23:00:00	0.0	14.19	8.18	972.46
2013-05-22 00:00:00	0.0	14.17	8.17	971.76
2013-05-22 01:00:00	0.0	14.1	8.12	971.05
2013-05-22 02:00:00	0.0	14.05	8.06	970.34
2013-05-22 03:00:00	0.0	13.81	8.02	969.64
2013-05-22 04:00:00	3.91	13.54	8.01	968.93
2013-05-22 05:00:00	90.39	13.5	8.01	968.23
2013-05-22 06:00:00	185.68	13.5	8.01	967.52
2013-05-22 07:00:00	210.92	13.53	8.07	966.81
2013-05-22 08:00:00	160.42	13.52	8.06	966.11
2013-05-22 09:00:00	251.78	13.57	8.08	965.4
2013-05-22 10:00:00	159.75	13.69	8.06	964.69
2013-05-22 11:00:00	196.84	13.66	8.05	963.99
2013-05-22 12:00:00	102.56	13.67	8.18	963.28
2013-05-22 13:00:00	62.63	13.76	8.12	962.58
2013-05-22 14:00:00	100.6	13.71	8.04	961.87
2013-05-22 15:00:00	327.49	13.8	8	961.16
2013-05-22 16:00:00	248.34	13.85	7.99	960.46
2013-05-22 17:00:00	135.68	13.92	8.03	959.75
2013-05-22 18:00:00	68.38	13.95	8.11	959.05
2013-05-22 19:00:00	1.6	13.9	8.18	958.34
2013-05-22 20:00:00	0.0	13.83	8.28	957.63
2013-05-22 21:00:00	0.0	13.73	8.42	956.93
2013-05-22 22:00:00	0.0	13.58	8.51	956.22
2013-05-22 23:00:00	0.0	13.26	8.55	955.52
2013-05-23 00:00:00	0.0	13.05	8.56	956.1
2013-05-23 01:00:00	0.0	12.92	8.55	957.32
2013-05-23 02:00:00	1.7	12.92	8.51	958.55
2013-05-23 03:00:00	0.0	12.73	8.33	959.78
2013-05-23 04:00:00	0.0	12.5	8.15	961
2013-05-23 05:00:00	3.92	12.37	8.12	962.23
2013-05-23 06:00:00	102.01	12.3	8.14	963.46
2013-05-23 07:00:00	281.29	12.31	8.13	964.68
2013-05-23 08:00:00	487.78	12.3	8.11	965.91
2013-05-23 09:00:00	763.43	12.33	8.23	967.14
2013-05-23 10:00:00	747	12.4	8.34	968.36
2013-05-23 11:00:00	970.16	12.48	8.4	969.59
2013-05-23 12:00:00	1254.52	12.71	8.4	970.82
2013-05-23 13:00:00	1445.23	12.99	8.43	972.04
2013-05-23 14:00:00	1300.03	13.39	8.47	973.27
2013-05-23 15:00:00	1166.89	13.85	8.46	974.5
2013-05-23 16:00:00	945.85	13.81	8.47	975.72
2013-05-23 17:00:00	692.33	13.39	8.49	976.95
2013-05-23 18:00:00	432.02	13.08	8.5	978.18
2013-05-23 19:00:00	180.64	12.69	8.47	979.41
2013-05-23 20:00:00	15.31	10.67	8.52	980.63
2013-05-23 21:00:00	0.0	9.15	8.57	981.86
2013-05-23 22:00:00	0.0	10.14	8.55	983.09
2013-05-23 23:00:00	0.0	12.48	8.55	984.31
2013-05-24 00:00:00	0.0	12.58	8.5	985.54
2013-05-24 01:00:00	0.0	12.6	8.46	986.77
2013-05-24 02:00:00	0.0	12.6	8.35	987.99
2013-05-24 03:00:00	8.66	12.59	8.31	989.22
2013-05-24 04:00:00	41.47	12.5	8.31	990.45
2013-05-24 05:00:00	200.55	12.5	8.25	991.67
2013-05-24 06:00:00	495.21	12.5	8.11	992.9
2013-05-24 07:00:00	756.92	12.51	8.03	994.13
2013-05-24 08:00:00	993.19	12.55	7.99	995.35
2013-05-24 09:00:00	1159.67	12.73	8	996.58
2013-05-24 10:00:00	1378.49	13	7.96	997.81
2013-05-24 11:00:00	1344.66	13.15	7.92	999.03
2013-05-24 12:00:00	1238.36	13.22	7.99	1000.26
2013-05-24 13:00:00	1244.06	13.37	7.84	1001.49
2013-05-24 14:00:00	1216.91	13.5	7.88	1002.71
2013-05-24 15:00:00	905.06	13.79	7.94	1003.94
2013-05-24 16:00:00	946.35	14.21	8.05	1005.17
2013-05-24 17:00:00	695.92	14.46	8.04	1006.39
2013-05-24 18:00:00	442.17	14.39	8.05	1007.62
2013-05-24 19:00:00	176.14	14.15	8.1	1008.85
2013-05-24 20:00:00	23.31	13.96	8.1	1010.07
2013-05-24 21:00:00	0.0	13.7	8.04	1011.3
2013-05-24 22:00:00	0.0	13.45	8.04	1012.53
2013-05-24 23:00:00	0.0	13.4	8	1013.75
2013-05-25 00:00:00	0.0	13.35	7.99	1012.83
2013-05-25 01:00:00	0.0	13.2	7.96	1010.91
2013-05-25 02:00:00	0.0	13.2	7.95	1008.99
2013-05-25 03:00:00	0.0	13.14	7.86	1007.08
2013-05-25 04:00:00	23.42	13.1	7.81	1005.16
2013-05-25 05:00:00	123.88	13.1	7.8	1003.24
2013-05-25 06:00:00	277.19	13.1	7.85	1001.32
2013-05-25 07:00:00	528.81	13.1	7.91	999.41
2013-05-25 08:00:00	861.46	13.1	7.9	997.49
2013-05-25 09:00:00	1007.17	13.09	7.87	995.57
2013-05-25 10:00:00	951.28	13.1	7.87	993.65
2013-05-25 11:00:00	535.65	13.39	7.93	991.74
2013-05-25 12:00:00	988.58	13.57	7.95	989.82
2013-05-25 13:00:00	1277.03	13.68	7.94	987.9
2013-05-25 14:00:00	1199.01	13.85	7.95	985.98
2013-05-25 15:00:00	1124.81	14.09	7.95	984.07
2013-05-25 16:00:00	777.13	14.18	7.95	982.15
2013-05-25 17:00:00	626.25	14.3	7.95	980.23
2013-05-25 18:00:00	411.33	14.3	7.94	978.32
2013-05-25 19:00:00	140.56	14.28	7.93	976.4
2013-05-25 20:00:00	9.84	14.22	7.86	974.48
2013-05-25 21:00:00	0.0	13.75	7.85	972.56
2013-05-25 22:00:00	0.0	13.06	7.84	970.65
2013-05-25 23:00:00	0.0	13.49	7.85	968.73
2013-05-26 00:00:00	0.0	13.56	7.85	966.81
2013-05-26 01:00:00	0.0	13.5	7.86	964.89
2013-05-26 02:00:00	0.0	13.5	7.89	962.98
2013-05-26 03:00:00	0.0	13.44	7.91	961.06
2013-05-26 04:00:00	15.51	13.36	7.91	959.14
2013-05-26 05:00:00	211.45	13.3	7.92	957.22
2013-05-26 06:00:00	501.11	13.3	7.93	955.31
2013-05-26 07:00:00	759.93	13.3	7.95	953.39
2013-05-26 08:00:00	1004.46	13.35	7.96	951.47
2013-05-26 09:00:00	1212.43	13.42	7.96	949.55
2013-05-26 10:00:00	1376.55	13.18	7.98	947.64
2013-05-26 11:00:00	1472	13.67	8	945.72
2013-05-26 12:00:00	1500.75	14.17	8.01	943.8
2013-05-26 13:00:00	1429.81	14.36	8.03	941.89
2013-05-26 14:00:00	1319.16	14.48	8.11	939.97
2013-05-26 15:00:00	1159.34	14.83	8.13	938.05
2013-05-26 16:00:00	949	14.97	8.12	936.13
2013-05-26 17:00:00	617.34	14.96	8.12	934.22
2013-05-26 18:00:00	367.31	14.86	8.14	932.3
2013-05-26 19:00:00	188.25	14.8	8.13	930.38
2013-05-26 20:00:00	9.78	14.72	8.12	928.46
2013-05-26 21:00:00	0.0	14.66	8.14	926.55
2013-05-26 22:00:00	0.0	14.35	8.15	924.63
2013-05-26 23:00:00	0.0	14.2	8.14	922.71
2013-05-27 00:00:00	0.0	14.29	8.14	921.05
2013-05-27 01:00:00	0.0	14.33	8.14	919.49
2013-05-27 02:00:00	0.0	14.27	8.13	917.92
2013-05-27 03:00:00	0.0	14.21	8.16	916.36
2013-05-27 04:00:00	0.0	14.18	8.19	914.8
2013-05-27 05:00:00	17.25	14.06	8.21	913.24
2013-05-27 06:00:00	49.02	13.98	8.16	911.68
2013-05-27 07:00:00	127.28	13.9	8.14	910.12
2013-05-27 08:00:00	538.4	13.98	8.19	908.56
2013-05-27 09:00:00	460.81	14.03	8.21	907
2013-05-27 10:00:00	653.45	13.72	8.2	905.44
2013-05-27 11:00:00	662.04	13.72	8.39	903.88
2013-05-27 12:00:00	1144.36	13.49	8.24	902.32
2013-05-27 13:00:00	1452.1	12.77	8.19	900.76
2013-05-27 14:00:00	1351.14	12.77	8.23	899.2
2013-05-27 15:00:00	1157.46	13.4	8.25	897.64
2013-05-27 16:00:00	934.37	14.43	8.28	896.08
2013-05-27 17:00:00	451.97	14.28	8.33	894.52
2013-05-27 18:00:00	210.21	14.08	8.37	892.96
2013-05-27 19:00:00	87.9	13.5	8.36	891.4
2013-05-27 20:00:00	1.26	12.56	8.34	889.84
2013-05-27 21:00:00	0.0	12.48	8.32	888.28
2013-05-27 22:00:00	0.0	12.39	8.3	886.72
2013-05-27 23:00:00	0.0	12.43	8.27	885.16
2013-05-28 00:00:00	0.0	12.18	8.24	883.6
2013-05-28 01:00:00	0.0	12.46	8.22	882.04
2013-05-28 02:00:00	0.0	12.79	8.2	880.48
2013-05-28 03:00:00	0.0	12.8	8.2	878.92
2013-05-28 04:00:00	0.0	12.82	8.21	877.36
2013-05-28 05:00:00	14.22	12.8	8.22	875.8
2013-05-28 06:00:00	39.08	12.8	8.25	874.24
2013-05-28 07:00:00	19.02	12.8	8.27	872.68
2013-05-28 08:00:00	30.47	12.8	8.26	871.12
2013-05-28 09:00:00	98.68	12.8	8.27	869.56
2013-05-28 10:00:00	452.86	12.8	8.27	868
2013-05-28 11:00:00	574.85	12.89	8.27	866.44
2013-05-28 12:00:00	1440.91	13.07	8.29	864.88
2013-05-28 13:00:00	1349.82	13.25	8.3	863.32
2013-05-28 14:00:00	1256.83	13.45	8.33	861.76
2013-05-28 15:00:00	1165.69	13.73	8.28	860.2
2013-05-28 16:00:00	941.66	13.88	8.26	858.64
2013-05-28 17:00:00	697.48	14.08	8.25	857.08
2013-05-28 18:00:00	425.07	14.18	8.24	855.52
2013-05-28 19:00:00	191.29	14.2	8.24	853.96
2013-05-28 20:00:00	19.9	14.09	8.23	852.4
2013-05-28 21:00:00	0.0	14	8.21	850.84
2013-05-28 22:00:00	0.0	13.97	8.25	849.28
2013-05-28 23:00:00	0.0	13.91	8.3	847.72
2013-05-29 00:00:00	0.0	13.45	8.38	847.05
2013-05-29 01:00:00	0.0	13.34	8.47	846.72
2013-05-29 02:00:00	0.0	13.37	8.44	846.4
2013-05-29 03:00:00	0.0	13.74	8.38	846.07
2013-05-29 04:00:00	9.83	13.8	8.34	845.75
2013-05-29 05:00:00	193.51	13.8	8.31	845.43
2013-05-29 06:00:00	245.39	13.82	8.29	845.1
2013-05-29 07:00:00	308.88	13.77	8.23	844.78
2013-05-29 08:00:00	399.18	13.8	8.22	844.45
2013-05-29 09:00:00	637.85	13.87	8.21	844.13
2013-05-29 10:00:00	388.9	13.92	8.24	843.8
2013-05-29 11:00:00	300.16	13.98	8.26	843.48
2013-05-29 12:00:00	148.77	14	8.31	843.16
2013-05-29 13:00:00	348.48	13.96	8.35	842.83
2013-05-29 14:00:00	632.54	14.02	8.44	842.51
2013-05-29 15:00:00	730.31	14.1	8.44	842.18
2013-05-29 16:00:00	627.13	14.18	8.44	841.86
2013-05-29 17:00:00	416.18	14.16	8.4	841.53
2013-05-29 18:00:00	231.16	14.2	8.37	841.21
2013-05-29 19:00:00	35.77	14.12	8.3	840.89
2013-05-29 20:00:00	6.85	14.1	8.26	840.56
2013-05-29 21:00:00	0.0	14.02	8.2	840.24
2013-05-29 22:00:00	0.0	13.96	8.17	839.91
2013-05-29 23:00:00	0.0	13.9	8.14	839.59
2013-05-30 00:00:00	0.0	13.49	8.11	839.26
2013-05-30 01:00:00	0.0	12.26	8.1	838.94
2013-05-30 02:00:00	0.0	11.87	8.15	838.62
2013-05-30 03:00:00	0.0	12.09	8.24	838.29
2013-05-30 04:00:00	7.54	13.09	8.32	837.97
2013-05-30 05:00:00	145.53	13.49	8.38	837.64
2013-05-30 06:00:00	352.7	13.48	8.33	837.32
2013-05-30 07:00:00	485.33	13.47	8.29	836.99
2013-05-30 08:00:00	626.74	13.58	8.29	836.67
2013-05-30 09:00:00	744.87	13.67	8.31	836.35
2013-05-30 10:00:00	848.13	13.79	8.3	836.02
2013-05-30 11:00:00	900.13	14.04	8.31	835.7
2013-05-30 12:00:00	791.44	14.26	8.32	835.37
2013-05-30 13:00:00	1213.44	14.44	8.37	835.05
2013-05-30 14:00:00	1309.8	15.12	8.44	834.72
2013-05-30 15:00:00	700.52	16.09	8.52	834.4
2013-05-30 16:00:00	545.23	16.63	8.52	834.08
2013-05-30 17:00:00	521.47	16.21	8.61	833.75
2013-05-30 18:00:00	478.84	15.86	8.7	833.43
2013-05-30 19:00:00	171.11	15.48	8.73	833.1
2013-05-30 20:00:00	20.66	14.72	8.73	832.78
2013-05-30 21:00:00	0.0	14.26	8.71	832.45
2013-05-30 22:00:00	0.0	14.27	8.61	832.13
2013-05-30 23:00:00	0.0	14.18	8.52	831.81
2013-05-31 00:00:00	0.0	14.15	8.42	831.61
2013-05-31 01:00:00	0.0	14.11	8.37	831.47
2013-05-31 02:00:00	0.0	13.92	8.31	831.33
2013-05-31 03:00:00	0.09	13.95	8.31	831.18
2013-05-31 04:00:00	42.05	14.09	8.36	831.04
2013-05-31 05:00:00	167.82	14.19	8.42	830.9
2013-05-31 06:00:00	520.91	14.13	8.42	830.75
2013-05-31 07:00:00	761.68	14.16	8.43	830.61
2013-05-31 08:00:00	1022.57	14.25	8.45	830.47
2013-05-31 09:00:00	1232.15	14.38	8.58	830.32
2013-05-31 10:00:00	1386.45	14.55	8.67	830.18
2013-05-31 11:00:00	1482.82	14.71	8.77	830.04
2013-05-31 12:00:00	1507.81	14.95	8.66	829.89
2013-05-31 13:00:00	1447.74	15.05	8.6	829.75
2013-05-31 14:00:00	1352.79	15.44	8.51	829.61
2013-05-31 15:00:00	1198.6	18.52	8.53	829.46
2013-05-31 16:00:00	952.41	20.02	8.51	829.32
2013-05-31 17:00:00	720.86	19.88	8.52	829.18
2013-05-31 18:00:00	465.87	16.43	8.49	829.03
2013-05-31 19:00:00	217.94	16.02	8.54	828.89
2013-05-31 20:00:00	30.26	15.99	8.64	828.75
2013-05-31 21:00:00	0.0	15.9	8.71	828.6
2013-05-31 22:00:00	0.0	15.92	8.81	828.46
2013-05-31 23:00:00	0.0	15.94	8.93	828.32
2013-06-01 00:00:00	0.0	16	8.94	828.17
2013-06-01 01:00:00	0.0	16.01	8.76	828.03
2013-06-01 02:00:00	0.0	16.01	8.61	827.89
2013-06-01 03:00:00	0.0	15.55	8.6	827.74
2013-06-01 04:00:00	23.25	14.85	8.53	827.6
2013-06-01 05:00:00	282.72	15.01	8.44	827.46
2013-06-01 06:00:00	517.87	15.68	8.39	827.31
2013-06-01 07:00:00	773.38	15.74	8.3	827.17
2013-06-01 08:00:00	1000.12	15.8	8.27	827.03
2013-06-01 09:00:00	1209.23	15.91	8.29	826.88
2013-06-01 10:00:00	1411.83	16.13	8.47	826.74
2013-06-01 11:00:00	1538.08	16.65	8.5	826.6
2013-06-01 12:00:00	1557.68	16.82	8.59	826.45
2013-06-01 13:00:00	1486.74	17.16	8.58	826.31
2013-06-01 14:00:00	1389.87	17.63	8.61	826.17
2013-06-01 15:00:00	1226.83	18.27	8.61	826.02
2013-06-01 16:00:00	1045.52	18.37	8.57	825.88
2013-06-01 17:00:00	820.35	17.82	8.49	825.74
2013-06-01 18:00:00	536.17	17.68	8.45	825.59
2013-06-01 19:00:00	225.18	17.64	8.44	825.45
2013-06-01 20:00:00	45.49	17.16	8.41	825.31
2013-06-01 21:00:00	0.0	16.99	8.4	825.16
2013-06-01 22:00:00	0.0	16.82	8.41	825.02
2013-06-01 23:00:00	0.0	16.9	8.44	824.88
2013-06-02 00:00:00	0.0	16.64	8.46	825.16
2013-06-02 01:00:00	0.0	16.55	8.46	825.58
2013-06-02 02:00:00	0.0	16.48	8.43	826
2013-06-02 03:00:00	0.0	16.39	8.4	826.42
2013-06-02 04:00:00	7.3	16.3	8.42	826.84
2013-06-02 05:00:00	47.23	16.27	8.34	827.26
2013-06-02 06:00:00	52.84	16.2	8.33	827.69
2013-06-02 07:00:00	130.49	16.21	8.34	828.11
2013-06-02 08:00:00	296.91	16.32	8.46	828.53
2013-06-02 09:00:00	261.76	16.3	8.48	828.95
2013-06-02 10:00:00	356.76	16.31	8.51	829.37
2013-06-02 11:00:00	1265.7	16.41	8.5	829.79
2013-06-02 12:00:00	1436.51	16.5	8.55	830.21
2013-06-02 13:00:00	1397.56	16.54	8.53	830.64
2013-06-02 14:00:00	816.63	16.62	8.56	831.06
2013-06-02 15:00:00	661.19	16.77	8.6	831.48
2013-06-02 16:00:00	567.53	16.79	8.68	831.9
2013-06-02 17:00:00	499.11	16.73	8.74	832.32
2013-06-02 18:00:00	284.22	16.6	8.84	832.74
2013-06-02 19:00:00	128.18	16.41	8.92	833.16
2013-06-02 20:00:00	31.18	16.4	8.97	833.59
2013-06-02 21:00:00	0.0	16.36	9.01	834.01
2013-06-02 22:00:00	0.0	16.17	9.01	834.43
2013-06-02 23:00:00	0.0	16.07	8.99	834.85
2013-06-03 00:00:00	0.0	15.81	9.01	835.27
2013-06-03 01:00:00	0.0	15.64	8.98	835.69
2013-06-03 02:00:00	0.0	15.46	8.94	836.11
2013-06-03 03:00:00	0.0	15.34	8.89	836.54
2013-06-03 04:00:00	20.24	15.4	8.88	836.96
2013-06-03 05:00:00	251.29	15.27	8.8	837.38
2013-06-03 06:00:00	523.89	13.87	8.73	837.8
2013-06-03 07:00:00	786.96	12.86	8.72	838.22
2013-06-03 08:00:00	1031.13	13.27	8.68	838.64
2013-06-03 09:00:00	1246.55	13.78	8.63	839.06
2013-06-03 10:00:00	1320.63	15.4	8.61	839.49
2013-06-03 11:00:00	1500.95	16.07	8.74	839.91
2013-06-03 12:00:00	1527.72	16.17	8.59	840.33
2013-06-03 13:00:00	1468.45	16.36	8.47	840.75
2013-06-03 14:00:00	1367.74	16.46	8.38	841.17
2013-06-03 15:00:00	1198.87	16.74	8.32	841.59
2013-06-03 16:00:00	989.09	16.77	8.28	842.01
2013-06-03 17:00:00	694.68	15.97	8.35	842.44
2013-06-03 18:00:00	305.29	14.49	8.43	842.86
2013-06-03 19:00:00	110.74	13.35	8.39	843.28
2013-06-03 20:00:00	15.31	13.32	8.34	843.7
2013-06-03 21:00:00	5.45	15.45	8.3	844.12
2013-06-03 22:00:00	0.0	15.99	8.33	844.54
2013-06-03 23:00:00	0.0	16.39	8.27	844.96
2013-06-04 00:00:00	0.0	16.18	8.26	843.55
2013-06-04 01:00:00	0.0	16.08	8.32	841.6
2013-06-04 02:00:00	0.0	15.97	8.37	839.65
2013-06-04 03:00:00	0.0	15.84	8.36	837.7
2013-06-04 04:00:00	16.24	15.73	8.35	835.74
2013-06-04 05:00:00	259.96	14.89	8.35	833.79
2013-06-04 06:00:00	537.51	11.8	8.35	831.84
2013-06-04 07:00:00	800.04	10.19	8.36	829.89
2013-06-04 08:00:00	1038.53	11.6	8.34	827.93
2013-06-04 09:00:00	1242.42	12.8	8.33	825.98
2013-06-04 10:00:00	1366.53	12.19	8.36	824.03
2013-06-04 11:00:00	1430.24	12.62	8.38	822.08
2013-06-04 12:00:00	1417.31	14.64	8.42	820.12
2013-06-04 13:00:00	1519.21	15.99	8.4	818.17
2013-06-04 14:00:00	1432.59	16.13	8.4	816.22
2013-06-04 15:00:00	1197.08	16.3	8.44	814.27
2013-06-04 16:00:00	1017.62	16.34	8.46	812.31
2013-06-04 17:00:00	762.05	15.56	8.47	810.36
2013-06-04 18:00:00	495.45	15.88	8.48	808.41
2013-06-04 19:00:00	184.99	15.99	8.5	806.46
2013-06-04 20:00:00	18.15	13.63	8.51	804.51
2013-06-04 21:00:00	0.0	12.85	8.52	802.55
2013-06-04 22:00:00	0.0	12.54	8.53	800.6
2013-06-04 23:00:00	0.0	12.9	8.54	798.65
2013-06-05 00:00:00	0.0	11.86	8.54	796.7
2013-06-05 01:00:00	0.0	13.77	8.53	794.74
2013-06-05 02:00:00	0.0	14.83	8.54	792.79
2013-06-05 03:00:00	0.0	14.71	8.56	790.84
2013-06-05 04:00:00	35.93	14.59	8.55	788.89
2013-06-05 05:00:00	275.06	14.26	8.55	786.93
2013-06-05 06:00:00	534.44	11.72	8.55	784.98
2013-06-05 07:00:00	815.69	11.17	8.57	783.03
2013-06-05 08:00:00	941.34	13.64	8.58	781.08
2013-06-05 09:00:00	1116.68	15.02	8.57	779.12
2013-06-05 10:00:00	1422.75	15.75	8.58	777.17
2013-06-05 11:00:00	1427.26	16.77	8.59	775.22
2013-06-05 12:00:00	1450.5	17.32	8.62	773.27
2013-06-05 13:00:00	1382	15.69	8.62	771.31
2013-06-05 14:00:00	1042.6	14.63	8.64	769.36
2013-06-05 15:00:00	823.76	14.02	8.64	767.41
2013-06-05 16:00:00	396.44	14.72	8.65	765.46
2013-06-05 17:00:00	305.12	14.53	8.66	763.51
2013-06-05 18:00:00	161.81	13.44	8.65	761.55
2013-06-05 19:00:00	26.3	12.57	8.65	759.6
2013-06-05 20:00:00	0.05	13.54	8.65	757.65
2013-06-05 21:00:00	0.0	13.3	8.65	755.7
2013-06-05 22:00:00	0.0	12.42	8.62	753.74
2013-06-05 23:00:00	0.0	11.2	8.61	751.79
2013-06-06 00:00:00	0.0	11.37	8.63	755.14
2013-06-06 01:00:00	0.0	11.98	8.63	759.91
2013-06-06 02:00:00	0.0	12.53	8.62	764.68
2013-06-06 03:00:00	0.0	12.5	8.62	769.45
2013-06-06 04:00:00	12.2	12.46	8.59	774.22
2013-06-06 05:00:00	132.25	12.4	8.58	778.98
2013-06-06 06:00:00	423.92	12.45	8.58	783.75
2013-06-06 07:00:00	452.73	12.64	8.59	788.52
2013-06-06 08:00:00	739.61	13.54	8.61	793.29
2013-06-06 09:00:00	987.55	13.77	8.62	798.06
2013-06-06 10:00:00	1412.44	12.97	8.63	802.82
2013-06-06 11:00:00	1506.12	13.08	8.64	807.59
2013-06-06 12:00:00	1532	12.9	8.66	812.36
2013-06-06 13:00:00	1465.1	12.69	8.67	817.13
2013-06-06 14:00:00	1366.47	13.21	8.71	821.9
2013-06-06 15:00:00	1199.27	13.54	8.74	826.66
2013-06-06 16:00:00	988.24	13.75	8.76	831.43
2013-06-06 17:00:00	735.91	14.34	8.76	836.2
2013-06-06 18:00:00	473.9	14.3	8.76	840.97
2013-06-06 19:00:00	228.06	14.45	8.77	845.74
2013-06-06 20:00:00	40.59	13.89	8.76	850.5
2013-06-06 21:00:00	0.0	12.22	8.75	855.27
2013-06-06 22:00:00	0.0	11.82	8.75	860.04
2013-06-06 23:00:00	0.0	11.02	8.73	864.81
2013-06-07 00:00:00	0.0	10.35	8.72	869.58
2013-06-07 01:00:00	0.0	10.2	8.69	874.34
2013-06-07 02:00:00	0.0	11.36	8.67	879.11
2013-06-07 03:00:00	0.0	13.03	8.66	883.88
2013-06-07 04:00:00	17.14	13.03	8.68	888.65
2013-06-07 05:00:00	225.9	13	8.7	893.42
2013-06-07 06:00:00	347.42	13.01	8.73	898.18
2013-06-07 07:00:00	326.26	13.03	8.72	902.95
2013-06-07 08:00:00	577.66	12.14	8.69	907.72
2013-06-07 09:00:00	807.03	12.2	8.72	912.49
2013-06-07 10:00:00	1189.59	13.32	8.75	917.26
2013-06-07 11:00:00	613.48	14.48	8.78	922.02
2013-06-07 12:00:00	1141.95	14.14	8.78	926.79
2013-06-07 13:00:00	1579.14	13.71	8.8	931.56
2013-06-07 14:00:00	1194.47	13.51	8.85	936.33
2013-06-07 15:00:00	1101.06	14.06	8.88	941.1
2013-06-07 16:00:00	935.53	14.3	8.89	945.86
2013-06-07 17:00:00	715.45	14.17	8.87	950.63
2013-06-07 18:00:00	463.55	13.94	8.87	955.4
2013-06-07 19:00:00	175.88	13.9	8.87	960.17
2013-06-07 20:00:00	16.58	13.8	8.86	964.94
2013-06-07 21:00:00	0.0	12.47	8.85	969.7
2013-06-07 22:00:00	0.0	12.07	8.88	974.47
2013-06-07 23:00:00	0.0	11.89	8.87	979.24
2013-06-08 00:00:00	0.0	12.44	8.88	980.12
2013-06-08 01:00:00	0.0	13.46	8.88	980.06
2013-06-08 02:00:00	0.0	13.81	8.94	980.01
2013-06-08 03:00:00	0.0	13.86	8.99	979.96
2013-06-08 04:00:00	22.93	13.88	9.03	979.91
2013-06-08 05:00:00	112.68	13.84	9	979.85
2013-06-08 06:00:00	307.55	13.9	9.08	979.8
2013-06-08 07:00:00	296.28	13.93	9.21	979.75
2013-06-08 08:00:00	477.93	14.03	9.27	979.69
2013-06-08 09:00:00	1110.07	14.06	9.35	979.64
2013-06-08 10:00:00	1406.68	14.13	9.41	979.59
2013-06-08 11:00:00	1499.76	14.1	9.39	979.53
2013-06-08 12:00:00	1499.93	14.79	9.41	979.48
2013-06-08 13:00:00	1459.03	15.32	9.53	979.43
2013-06-08 14:00:00	1394.8	15.71	9.62	979.38
2013-06-08 15:00:00	1223.48	15.92	9.72	979.32
2013-06-08 16:00:00	1009.23	16.04	9.71	979.27
2013-06-08 17:00:00	759.79	16	9.71	979.22
2013-06-08 18:00:00	497.57	15.97	9.73	979.16
2013-06-08 19:00:00	215.46	15.89	9.75	979.11
2013-06-08 20:00:00	11.94	15.86	9.79	979.06
2013-06-08 21:00:00	0.0	15.7	9.91	979.01
2013-06-08 22:00:00	0.0	14.99	9.96	978.95
2013-06-08 23:00:00	0.0	13.5	10.03	978.9
2013-06-09 00:00:00	0.0	14.07	10.01	978.85
2013-06-09 01:00:00	0.0	14.68	9.92	978.79
2013-06-09 02:00:00	0.0	14.71	9.88	978.74
2013-06-09 03:00:00	0.0	14.67	9.98	978.69
2013-06-09 04:00:00	27.45	14.62	9.99	978.64
2013-06-09 05:00:00	58.92	14.6	9.98	978.58
2013-06-09 06:00:00	241.44	14.67	9.96	978.53
2013-06-09 07:00:00	418.59	14.67	9.92	978.48
